"ANONID" "SUBJECT" "CATALOG_NBR" "GRD_PTS_PER_UNIT" "GPAO" "DIV" "ANON_INSTR_ID" "TERM" "MAJOR3_DESCR" "MAJOR2_DESCR" "MAJOR1_DESCR" "HSGPA" "LAST_ACT_ENGL_SCORE" "LAST_ACT_MATH_SCORE" "LAST_ACT_READ_SCORE" "LAST_ACT_SCIRE_SCORE" "LAST_ACT_COMP_SCORE" "LAST_SATI_VERB_SCORE" "LAST_SATI_MATH_SCORE" "LAST_SATI_TOTAL_SCORE" "SEX" "STDNT_GROUP1" "STDNT_GROUP2" "MAJOR1_DEPT" "MAJOR2_DEPT" "MAJOR3_DEPT" "ADMIT_TERM" "MAJOR1_TERM" "MAJOR2_TERM" "MAJOR3_TERM"
"16264" 211591 "STATS" 250 0 3.20731707317073 "S" 1260 122 NA NA "Linguistics BS" 3.6 32 27 NA NA 32 790 710 1500 "M" NA NA "Department of Linguistics" NA NA 122 135 NA NA
"16265" 211609 "STATS" 250 2.3 2.86666666666667 "S" 386 127 NA NA "Biopsych, Cognit & Neurosci BS" 4 30 23 31 24 27 NA NA NA "F" "E" NA "Psychology Department" NA NA 122 135 NA NA
"16266" 211617 "STATS" 250 3.7 3.46 "S" 386 126 NA NA NA 3.8 31 32 NA NA 30 610 700 1310 "M" NA NA NA NA NA 122 NA NA NA
"16267" 211647 "STATS" 250 2 2.78421052631579 "S" 1260 123 NA NA "Economics BA" 0 25 28 25 25 26 NA NA NA "M" NA NA "Economics Department" NA NA 126 135 NA NA
"16268" 211658 "STATS" 250 2.7 2.7 "S" 1802 122 NA NA "Biopsych, Cognit & Neurosci BS" 3.8 28 27 23 27 27 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"16269" 211659 "STATS" 250 2.3 3.14285714285714 "S" 386 126 NA "History BS" "Political Science BS" 3.9 33 30 32 27 30 NA NA NA "F" NA "G" "Political Science Department" "History Department" NA 122 135 135 NA
"16270" 211663 "STATS" 250 2.3 2.77222222222222 "S" 1260 118 NA NA NA 3.7 25 29 32 34 30 630 640 1270 "M" NA NA NA NA NA 114 NA NA NA
"16271" 211680 "STATS" 250 3.3 3.33333333333333 "S" 1802 122 NA NA "History BA" 4 33 23 31 34 31 NA NA NA "F" NA NA "History Department" NA NA 110 123 NA NA
"16272" 211691 "STATS" 250 1.7 3.22058823529412 "S" 1446 135 NA NA NA 3.9 27 26 23 25 26 NA NA NA "F" "C" NA NA NA NA 134 NA NA NA
"16273" 211693 "STATS" 250 3.3 3.50869565217391 "S" 1260 127 NA NA NA 3.9 32 32 27 27 30 560 700 1260 "F" NA NA NA NA NA 126 NA NA NA
"16274" 211697 "STATS" 250 3.3 3.70769230769231 "S" 1260 126 NA NA "International Studies BA" 3.6 32 28 NA NA 33 770 640 1410 "F" NA NA "International Institute" NA NA 122 134 NA NA
"16275" 211701 "STATS" 250 4 3.62105263157895 "S" 1802 130 NA NA NA 3.9 36 33 33 29 33 NA NA NA "M" NA "G" NA NA NA 126 NA NA NA
"16276" 211717 "STATS" 250 3 3.21739130434783 "S" 386 135 NA NA NA 3.9 32 28 31 27 29 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16277" 211723 "STATS" 250 4 3.9 "S" 1260 127 NA NA "Computer Science BS" 3.8 32 32 32 35 33 680 690 1370 "M" NA "G" "Program In Computer Science" NA NA 114 130 NA NA
"16278" 211724 "STATS" 250 3.7 3.54285714285714 "S" 1446 134 NA NA NA 4 28 26 30 23 27 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"16279" 211728 "STATS" 250 4 3.67297297297297 "S" 1260 123 NA "German BA" "Communication BA" 3.8 29 28 27 25 28 620 600 1220 "M" NA NA "Communication Studies" "Germanic Languages & Lit Dept" NA 122 135 135 NA
"16280" 211748 "STATS" 250 3.3 2.91666666666667 "S" 386 123 NA "Biology BS" "Biomolecular Science BS" 3.9 28 31 26 35 30 NA NA NA "M" NA NA "Chemistry Department" "Biology Department" NA 118 135 135 NA
"16281" 211751 "STATS" 250 3.7 3.74838709677419 "S" 386 130 NA NA NA 4 34 29 36 27 32 NA NA NA "F" NA "G" NA NA NA 126 NA NA NA
"16282" 211770 "STATS" 250 4 3.66 "S" 1260 131 NA NA NA 3.9 28 34 31 26 30 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16283" 211787 "STATS" 250 4 2.87294117647059 "S" 1802 127 NA NA NA 3.7 26 30 NA NA 31 540 780 1320 "F" NA NA NA NA NA 127 NA NA NA
"16284" 211836 "STATS" 250 2 2.42063492063492 "S" 1802 122 NA NA "Biopsych, Cognit & Neurosci BA" 3.1 21 28 21 25 24 NA NA NA "M" NA NA "Psychology Department" NA NA 114 129 NA NA
"16285" 211846 "STATS" 250 3.7 3.88333333333333 "S" 386 127 NA NA "Public Policy BA" 0 35 30 30 31 31 NA NA NA "F" NA NA "School Of Public Policy" NA NA 130 135 NA NA
"16286" 211876 "STATS" 250 4 3.85 "S" 386 118 NA NA "Political Science BA" 3.9 27 29 29 25 28 NA NA NA "F" NA NA "Political Science Department" NA NA 114 127 NA NA
"16287" 211889 "STATS" 250 4 4 "S" 1260 126 NA NA NA 3.9 29 33 31 29 31 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16288" 211895 "STATS" 250 2.3 3.27142857142857 "S" 1260 135 NA NA NA 3.6 26 27 NA NA 29 590 670 1260 "M" NA NA NA NA NA 130 NA NA NA
"16289" 211907 "STATS" 250 3 3.46585365853659 "S" 1446 135 NA NA NA 3.6 33 23 33 28 30 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16290" 211909 "STATS" 250 3.7 3.88695652173913 "S" 386 122 NA NA "Movement Science BS" 4 32 28 30 31 30 NA NA NA "F" NA NA "School Of Kinesiology" NA NA 118 130 NA NA
"16291" 211910 "STATS" 250 3.7 3.425 "S" 386 126 NA "Program in Entrepreneurship" "Economics BA" 3.7 29 31 34 34 32 NA NA NA "M" NA NA "Economics Department" "CoE Ctr for Entrepreneurship" NA 122 135 135 NA
"16292" 211920 "STATS" 250 3 3.21 "S" 1802 127 NA NA NA 3.5 26 30 27 26 27 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16293" 211931 "STATS" 250 2 2.25208333333333 "S" 386 130 NA NA NA 3.9 30 28 33 28 30 NA NA NA "F" "F" NA NA NA NA 122 NA NA NA
"16294" 211936 "STATS" 250 3.3 3.10681818181818 "S" 1260 134 NA NA NA 3.7 32 33 NA NA 30 600 720 1320 "F" NA NA NA NA NA 130 NA NA NA
"16295" 211963 "STATS" 250 4 3.89672131147541 "S" 1260 131 NA NA NA 3.9 34 32 31 25 31 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16296" 211997 "STATS" 250 3.3 3.36521739130435 "S" 1802 122 NA "Psychology BA" "Communication BA" 3.7 26 28 23 24 26 NA NA NA "F" NA NA "Communication Studies" "Psychology Department" NA 118 131 131 NA
"16297" 212003 "STATS" 250 3.7 3.6448275862069 "S" 1260 123 NA NA "Hebrew & Jewish Cult Std BA" 3.72 31 28 36 32 32 NA NA NA "M" NA NA "Near Eastern Studies Department" NA NA 118 131 NA NA
"16298" 212095 "STATS" 250 2.7 3.408 "S" 386 126 NA NA "Psychology BA" 3.7 30 28 30 32 30 NA NA NA "M" NA NA "Psychology Department" NA NA 122 135 NA NA
"16299" 212157 "STATS" 250 1.3 2.47410071942446 "S" 386 127 NA NA "Psychology BA" 3.9 31 26 32 27 29 NA NA NA "F" NA NA "Psychology Department" NA NA 118 133 NA NA
"16300" 212157 "STATS" 250 0 2.24 "S" 1260 118 NA NA "Psychology BA" 3.9 31 26 32 27 29 NA NA NA "F" NA NA "Psychology Department" NA NA 118 133 NA NA
"16301" 212172 "STATS" 250 2.7 2.948 "S" 386 118 NA "Political Science BA" "Communication BA" 3.5 31 28 31 24 29 660 600 1260 "F" NA NA "Communication Studies" "Political Science Department" NA 114 126 126 NA
"16302" 212175 "STATS" 250 3 3.33333333333333 "S" 1260 135 NA NA NA 3.9 28 27 NA NA 25 680 680 1360 "M" NA NA NA NA NA 134 NA NA NA
"16303" 212183 "STATS" 250 3 3.45862068965517 "S" 386 122 NA NA "Business Administration BBA" 3.9 31 33 32 25 31 NA NA NA "F" NA NA "School of Business Administration" NA NA 118 131 NA NA
"16304" 212185 "STATS" 250 2 3.11666666666667 "S" 1802 122 NA NA "Economics BS" 0 30 31 32 29 31 550 440 990 "M" NA NA "Economics Department" NA NA 127 131 NA NA
"16305" 212214 "STATS" 250 3.7 3.53913043478261 "S" 1260 135 NA NA NA 4 30 27 31 24 28 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16306" 212218 "STATS" 250 3 3.07560975609756 "S" 1260 122 NA NA "Psychology BA" 3.96 28 33 28 28 30 NA NA NA "F" NA NA "Psychology Department" NA NA 118 129 NA NA
"16307" 212231 "STATS" 250 3 3.06585365853659 "S" 1260 118 NA NA "Economics BA" 3.9 26 35 30 31 30 NA NA NA "M" NA NA "Economics Department" NA NA 114 127 NA NA
"16308" 212243 "STATS" 250 3.7 3.88157894736842 "S" 386 119 NA "Spanish BS" "Biology BS" 3.6 30 34 NA NA 32 660 800 1460 "F" NA NA "Biology Department" "Romance Languages Department" NA 114 126 126 NA
"16309" 212246 "STATS" 250 3.7 3.646875 "S" 386 126 NA NA "Individualized Concentrat BA" 3.76 29 27 26 23 27 NA NA NA "F" NA NA "College of Literature, Science, and the Arts" NA NA 118 131 NA NA
"16310" 212269 "STATS" 250 3.7 2.76086956521739 "S" 1802 123 NA NA "Mathematics BS" 3.3 30 35 33 35 33 NA NA NA "M" NA "G" "Mathematics Department" NA NA 118 133 NA NA
"16311" 212284 "STATS" 250 0 2.32745098039216 "S" 71 134 NA NA NA 3.8 23 25 22 21 23 NA NA NA "F" "D" "E" NA NA NA 130 NA NA NA
"16312" 212286 "STATS" 250 3.7 3.7875 "S" 1260 122 NA NA "English BA" 4 34 26 34 31 32 NA NA NA "F" NA NA "English Language & Literature Dept" NA NA 114 127 NA NA
"16313" 212294 "STATS" 250 3.3 3.54642857142857 "S" 1260 119 NA NA "Economics BA" 4 30 27 29 24 28 NA NA NA "F" NA NA "Economics Department" NA NA 114 127 NA NA
"16314" 212299 "STATS" 250 2 3.41590909090909 "S" 1260 135 NA NA NA 3.7 34 25 32 26 30 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"16315" 212311 "STATS" 250 0.7 3.14444444444444 "S" 1446 135 NA NA NA 0 22 26 30 27 26 NA NA NA "M" NA NA NA NA NA 135 NA NA NA
"16316" 212324 "STATS" 250 4 3.91428571428571 "S" 1260 131 NA NA NA 4 29 33 35 27 31 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16317" 212341 "STATS" 250 4 3.68888888888889 "S" 1446 131 NA NA NA 3.9 33 31 31 33 32 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16318" 212354 "STATS" 250 4 4 "S" 1802 126 NA NA "Sociology BA" 0 NA NA NA NA NA NA NA NA "F" NA NA "Sociology Department" NA NA 126 131 NA NA
"16319" 212371 "STATS" 250 3.7 3.53125 "S" 386 119 NA NA "Evolutionary Anthropology BS" 3.5 34 27 NA NA 33 730 680 1410 "F" NA "G" "Anthropology Department" NA NA 114 127 NA NA
"16320" 212375 "STATS" 250 3.7 3.58870967741935 "S" 1260 118 NA NA NA 4 29 26 30 27 28 NA NA NA "M" NA NA NA NA NA 114 NA NA NA
"16321" 212390 "STATS" 250 3.7 2.88163265306122 "S" 386 123 NA NA "Cellular & Molec Biology BS" 3.7 29 35 32 34 32 680 750 1430 "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 122 135 NA NA
"16322" 212403 "STATS" 250 4 3.90909090909091 "S" 1260 118 NA NA "Spanish BA" 3.9 30 33 31 34 32 680 710 1390 "M" NA "G" "Romance Languages Department" NA NA 110 123 NA NA
"16323" 212406 "STATS" 250 4 3.91428571428571 "S" 1260 126 NA NA "Psychology BA" 3.9 34 27 34 26 31 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"16324" 212408 "STATS" 250 4 3.88214285714286 "S" 1260 118 NA NA "Communication BA" 3.5 34 28 32 30 31 NA NA NA "F" NA NA "Communication Studies" NA NA 117 131 NA NA
"16325" 212466 "STATS" 250 2.3 3.68536585365854 "S" 1260 126 NA NA NA 3.5 31 32 31 32 31 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16326" 212470 "STATS" 250 3.3 3.55178571428571 "S" 1260 122 NA "Psychology BA" "German BA" 3.54 35 30 31 30 31 NA NA NA "F" NA NA "Germanic Languages & Lit Dept" "Psychology Department" NA 118 131 131 NA
"16327" 212485 "STATS" 250 3.3 3.33636363636364 "S" 1260 126 NA NA "Psychology BA" 3.9 25 26 22 26 25 NA NA NA "M" "E" NA "Psychology Department" NA NA 122 135 NA NA
"16328" 212513 "STATS" 250 3.3 3.31509433962264 "S" 386 118 NA NA "Environment BA" 3.7 22 26 28 25 26 NA NA NA "M" NA NA "Program in the Environment" NA NA 110 123 NA NA
"16329" 212518 "STATS" 250 2.3 3 "S" 386 131 NA NA "Dental Hygiene BS" 0 28 30 28 23 27 570 570 1140 "F" NA NA "Dental Hygiene-Dentistry" NA NA 122 131 NA NA
"16330" 212525 "STATS" 250 3 3.17307692307692 "S" 386 130 NA NA "Evolutionary Anthropology BS" 3.87 29 27 33 27 29 NA NA NA "F" NA NA "Anthropology Department" NA NA 118 131 NA NA
"16331" 212561 "STATS" 250 4 3.40975609756098 "S" 386 127 NA "Biomolecular Science BS" "Political Science BS" 4 28 31 26 30 29 NA NA NA "M" NA NA "Political Science Department" "Chemistry Department" NA 118 131 131 NA
"16332" 212578 "STATS" 250 2.3 3.00769230769231 "S" 386 119 NA NA "Neuroscience BS" 4 31 28 30 26 29 600 590 1190 "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"16333" 212582 "STATS" 250 3.3 2.61777777777778 "S" 386 127 NA NA "Neuroscience BS" 3.3 28 34 33 34 32 660 730 1390 "F" "F" NA "Molecular, Cellular, and Developmental Biology" NA NA 114 131 NA NA
"16334" 212590 "STATS" 250 2 3.164 "S" 1260 127 NA NA "Nursing BS Fresh" 3.6 26 24 25 25 25 NA NA NA "F" NA NA "School Of Nursing" NA NA 122 135 NA NA
"16335" 212620 "STATS" 250 3.7 3.4530303030303 "S" 1260 119 NA NA "Informatics BA" 3.8 30 28 NA NA 29 630 660 1290 "F" NA NA "Statistics Department" NA NA 118 131 NA NA
"16336" 212633 "STATS" 250 0 2.385 "S" 386 118 NA NA "History BA" 3.1 28 27 NA NA 27 540 610 1150 "M" NA NA "History Department" NA NA 114 130 NA NA
"16337" 212642 "STATS" 250 3 3.18972602739726 "S" 1260 130 NA NA NA 3.7 33 29 32 31 31 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16338" 212656 "STATS" 250 3.7 3.7031746031746 "S" 1446 134 NA NA NA 3.9 34 33 31 31 33 NA NA NA "M" NA "G" NA NA NA 130 NA NA NA
"16339" 212663 "STATS" 250 3.7 3.35243902439024 "S" 1802 126 NA NA "Psychology BA" 3.6 27 26 25 24 26 NA NA NA "F" NA NA "Psychology Department" NA NA 122 134 NA NA
"16340" 212681 "STATS" 250 3.7 3.91551724137931 "S" 71 135 NA NA NA 3.7 25 27 NA NA 31 670 650 1320 "M" NA NA NA NA NA 134 NA NA NA
"16341" 212684 "STATS" 250 3 2.97777777777778 "S" 1802 130 NA NA NA 3.4 32 33 NA NA 32 650 680 1330 "M" NA NA NA NA NA 126 NA NA NA
"16342" 212697 "STATS" 250 3.3 3.50181818181818 "S" 386 122 NA "English BA" "Political Science BA" 0 31 27 33 31 31 NA NA NA "F" NA "G" "Political Science Department" "English Language & Literature Dept" NA 114 123 123 NA
"16343" 212712 "STATS" 250 0 0.342307692307692 "S" 1446 134 NA NA NA 3.2 18 26 NA NA 25 530 600 1130 "M" NA NA NA NA NA 134 NA NA NA
"16344" 212721 "STATS" 250 3.7 3.36153846153846 "S" 1802 127 NA NA NA 3.9 33 30 26 30 30 550 710 1260 "M" NA NA NA NA NA 122 NA NA NA
"16345" 212743 "STATS" 250 0 2.852 "S" 386 119 NA NA "Sport Management BA" 3.4 23 21 23 22 23 NA NA NA "M" "D" "E" "School Of Kinesiology" NA NA 114 127 NA NA
"16346" 212751 "STATS" 250 3.3 2.98421052631579 "S" 386 127 NA NA NA 3.6 34 33 30 27 31 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16347" 212762 "STATS" 250 0 2.93125 "S" 1260 122 NA NA "Informatics BA" 0 26 19 30 29 26 NA NA NA "M" NA NA "Statistics Department" NA NA 107 134 NA NA
"16348" 212766 "STATS" 250 3.3 3.07619047619048 "S" 1802 130 NA NA "Biology BS" 3.68 29 34 25 28 29 740 730 1470 "F" NA NA "Biology Department" NA NA 118 131 NA NA
"16349" 212845 "STATS" 250 4 3.66666666666667 "S" 1260 118 NA NA "Business Administration BBA" 3.8 25 33 NA NA 30 600 710 1310 "M" NA NA "School of Business Administration" NA NA 118 131 NA NA
"16350" 212853 "STATS" 250 1.3 2.38674698795181 "S" 1446 131 NA NA NA 3 29 25 36 32 31 NA NA NA "M" NA NA NA NA NA 125 NA NA NA
"16351" 212860 "STATS" 250 3.7 3.28571428571429 "S" 386 134 NA NA NA 3.6 32 32 29 32 32 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16352" 212866 "STATS" 250 3.3 3.47435897435897 "S" 1260 118 NA NA "Informatics BS" 3.6 32 34 34 31 33 620 680 1300 "M" NA NA "Statistics Department" NA NA 118 131 NA NA
"16353" 212886 "STATS" 250 3 3.31458333333333 "S" 1260 119 NA NA "Cellular & Molec Biology BS" 4 33 26 28 22 28 NA NA NA "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 131 NA NA
"16354" 212887 "STATS" 250 2.7 2.92054794520548 "S" 386 123 NA NA "Cellular & Molec Biology BS" 3.9 23 27 23 24 24 NA NA NA "M" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 118 134 NA NA
"16355" 212902 "STATS" 250 3.7 3.725 "S" 1446 135 NA NA NA 4 31 32 27 25 29 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"16356" 212910 "STATS" 250 4 3.4421686746988 "S" 71 134 NA NA NA 3.9 32 34 31 29 31 600 760 1360 "F" NA NA NA NA NA 130 NA NA NA
"16357" 212913 "STATS" 250 2 3.11066666666667 "S" 386 119 NA "Evolutionary Anthropology BS" "Environment BS" 0 32 35 NA NA 33 670 730 1400 "M" NA NA "Program in the Environment" "Anthropology Department" NA 118 123 123 NA
"16358" 212913 "STATS" 250 2.7 2.86376811594203 "S" 1260 123 NA "Evolutionary Anthropology BS" "Environment BS" 0 32 35 NA NA 33 670 730 1400 "M" NA NA "Program in the Environment" "Anthropology Department" NA 118 123 123 NA
"16359" 212939 "STATS" 250 3.7 3.76666666666667 "S" 386 127 NA NA "International Studies BA" 3.67 29 31 33 28 30 NA NA NA "M" NA NA "International Institute" NA NA 118 131 NA NA
"16360" 212967 "STATS" 250 2.7 2.59666666666667 "S" 1260 118 NA NA "Neuroscience BS" 0 NA NA NA NA NA 480 470 950 "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 110 119 NA NA
"16361" 212977 "STATS" 250 3.7 3.53582089552239 "S" 386 135 NA NA NA 3.9 25 26 29 28 27 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16362" 212985 "STATS" 250 4 3.49591836734694 "S" 386 135 NA NA NA 4 33 35 34 30 33 NA NA NA "F" NA "G" NA NA NA 130 NA NA NA
"16363" 213002 "STATS" 250 4 3.63130434782609 "S" 1260 130 NA NA NA 3.9 27 33 30 26 29 NA NA NA "M" NA NA NA NA NA 130 NA NA NA
"16364" 213006 "STATS" 250 2 3.2046511627907 "S" 386 119 NA NA "Biopsych, Cognit & Neurosci BS" 3.8 32 26 32 28 30 650 650 1300 "F" "F" "G" "Psychology Department" NA NA 114 127 NA NA
"16365" 213009 "STATS" 250 2.7 3.24117647058823 "S" 1260 122 NA NA "Public Policy BA" 0 25 24 21 25 24 NA NA NA "M" "E" "D" "School Of Public Policy" NA NA 122 127 NA NA
"16366" 213009 "STATS" 250 3 3.34583333333333 "S" 1260 119 NA NA "Public Policy BA" 0 25 24 21 25 24 NA NA NA "M" "E" "D" "School Of Public Policy" NA NA 122 127 NA NA
"16367" 213019 "STATS" 250 2.7 3.24509803921569 "S" 1260 127 NA NA "Sport Management BA" 0 28 25 27 31 28 NA NA NA "F" NA NA "School Of Kinesiology" NA NA 130 134 NA NA
"16368" 213058 "STATS" 250 2.3 2.73214285714286 "S" 1260 135 NA NA NA 3.8 29 30 31 27 30 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16369" 213059 "STATS" 250 3.7 3.29506172839506 "S" 71 130 NA NA NA 0 22 28 25 22 25 NA NA NA "F" NA NA NA NA NA 134 NA NA NA
"16370" 213071 "STATS" 250 4 3.60612244897959 "S" 1260 126 NA NA NA 4 34 34 32 27 32 600 720 1320 "F" NA "G" NA NA NA 126 NA NA NA
"16371" 213078 "STATS" 250 2 2.33333333333333 "S" 1802 126 NA NA NA 3.8 34 31 33 25 31 NA NA NA "M" NA NA NA NA NA 118 NA NA NA
"16372" 213078 "STATS" 250 1.3 2.3695652173913 "S" 1260 123 NA NA NA 3.8 34 31 33 25 31 NA NA NA "M" NA NA NA NA NA 118 NA NA NA
"16373" 213083 "STATS" 250 3.3 3.52678571428571 "S" 386 135 NA NA NA 3.3 31 27 33 29 30 NA NA NA "M" NA NA NA NA NA 125 NA NA NA
"16374" 213104 "STATS" 250 2.7 3.38953488372093 "S" 1802 127 NA NA NA 3.7 33 31 NA NA 34 740 720 1460 "M" NA NA NA NA NA 126 NA NA NA
"16375" 213119 "STATS" 250 3.7 3.43333333333333 "S" 386 135 NA NA NA 3.6 36 27 33 26 30 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16376" 213121 "STATS" 250 3.7 3.20277777777778 "S" 1260 119 NA NA "Nursing BS Fresh" 3.8 31 32 28 29 30 NA NA NA "M" NA NA "School Of Nursing" NA NA 114 127 NA NA
"16377" 213133 "STATS" 250 3.3 3.38636363636364 "S" 386 131 NA NA NA 3.7 30 33 30 28 31 NA NA NA "M" NA NA NA NA NA 126 NA NA NA
"16378" 213172 "STATS" 250 3.7 3.1452380952381 "S" 386 127 NA NA "Economics BA" 0 26 36 NA NA 31 580 800 1380 "M" NA NA "Economics Department" NA NA 130 135 NA NA
"16379" 213185 "STATS" 250 3 3.34130434782609 "S" 1446 135 NA NA NA 0 21 28 26 28 26 560 650 1210 "M" NA NA NA NA NA 135 NA NA NA
"16380" 213211 "STATS" 250 4 3.79814814814815 "S" 386 131 NA "Spanish BS" "Biomolecular Science BS" 4 35 33 33 33 34 690 660 1350 "F" NA "G" "Chemistry Department" "Romance Languages Department" NA 122 135 135 NA
"16381" 213212 "STATS" 250 0 2.92631578947368 "S" 386 131 NA NA NA 3.8 25 28 21 23 25 NA NA NA "F" "E" NA NA NA NA 126 NA NA NA
"16382" 213221 "STATS" 250 4 3.32068965517241 "S" 1260 122 NA NA "Communication BA" 3.6 34 36 32 32 34 NA NA NA "F" NA NA "Communication Studies" NA NA 122 134 NA NA
"16383" 213223 "STATS" 250 3.7 3.6 "S" 1260 119 NA NA "Sport Management BA" 0 28 28 25 22 26 NA NA NA "F" NA NA "School Of Kinesiology" NA NA 123 131 NA NA
"16384" 213248 "STATS" 250 2.7 3.44 "S" 1260 127 NA NA "Psychology BA" 3.7 31 26 32 24 28 NA NA NA "F" NA NA "Psychology Department" NA NA 122 135 NA NA
"16385" 213287 "STATS" 250 3.7 3.6 "S" 71 135 NA NA NA 4 36 34 36 34 35 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16386" 213289 "STATS" 250 2.7 2.9546875 "S" 386 130 NA NA "Spanish BA" 3.94 28 29 28 30 29 NA NA NA "F" NA NA "Romance Languages Department" NA NA 118 131 NA NA
"16387" 213302 "STATS" 250 3 3.32894736842105 "S" 386 118 NA NA "Neuroscience BS" 3.8 35 24 NA NA 30 640 640 1280 "F" NA NA "Molecular, Cellular, and Developmental Biology" NA NA 114 127 NA NA
"16388" 213312 "STATS" 250 1.3 2.45 "S" 1802 127 NA NA "Women's Studies BA" 3.36 23 17 29 20 23 NA NA NA "F" "E" "D" "Women's Studies Department" NA NA 117 133 NA NA
"16389" 213312 "STATS" 250 1.3 2.90576923076923 "S" 386 126 NA NA "Women's Studies BA" 3.36 23 17 29 20 23 NA NA NA "F" "E" "D" "Women's Studies Department" NA NA 117 133 NA NA
"16390" 213322 "STATS" 250 4 3.33709677419355 "S" 386 122 NA "Business Administration BBA" "International Studies BA" 4 35 36 27 26 31 720 750 1470 "F" NA NA "International Institute" "School of Business Administration" NA 118 131 131 NA
"16391" 213347 "STATS" 250 0.7 2.59591836734694 "S" 71 134 NA NA NA 0 23 27 28 24 26 570 500 1070 "F" NA NA NA NA NA 134 NA NA NA
"16392" 213374 "STATS" 250 4 3.6530612244898 "S" 1260 131 NA NA NA 4 28 34 NA NA 32 690 760 1450 "M" NA NA NA NA NA 126 NA NA NA
"16393" 213406 "STATS" 250 2.7 3.66 "S" 71 135 NA NA NA 3.8 34 30 31 27 31 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16394" 213414 "STATS" 250 3.7 3.29906542056075 "S" 386 122 NA NA "Biopsych, Cognit & Neurosci BA" 3.9 33 29 34 29 32 NA NA NA "F" NA NA "Psychology Department" NA NA 118 131 NA NA
"16395" 213427 "STATS" 250 4 3.61153846153846 "S" 1260 131 NA NA NA 4 35 34 34 32 34 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16396" 213442 "STATS" 250 4 3.78148148148148 "S" 386 131 NA NA NA 4 31 28 33 31 31 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16397" 213451 "STATS" 250 2.7 3.05 "S" 386 131 NA NA "International Studies BA" 3.9 25 27 27 28 27 NA NA NA "M" NA NA "International Institute" NA NA 122 135 NA NA
"16398" 213460 "STATS" 250 2 2.76984126984127 "S" 71 135 NA NA NA 3.8 34 36 28 33 33 660 780 1440 "M" NA NA NA NA NA 130 NA NA NA
"16399" 213479 "STATS" 250 3 3.16842105263158 "S" 1260 126 NA NA "Movement Science BS" 0 31 31 NA NA 33 610 740 1350 "M" NA NA "School Of Kinesiology" NA NA 130 135 NA NA
"16400" 213487 "STATS" 250 3 3.7 "S" 386 131 NA NA NA 3.6 29 32 NA NA 31 650 650 1300 "F" NA NA NA NA NA 126 NA NA NA
"16401" 213490 "STATS" 250 4 3.86666666666667 "S" 1802 130 NA NA NA 4 35 31 34 32 33 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16402" 213494 "STATS" 250 2 3.18823529411765 "S" 1260 130 NA NA NA 3.3 33 26 32 30 31 NA NA NA "F" NA NA NA NA NA 130 NA NA NA
"16403" 213495 "STATS" 250 3.7 3.74146341463415 "S" 386 131 NA NA NA 3.9 30 27 30 28 29 NA NA NA "F" NA NA NA NA NA 126 NA NA NA
"16404" 213511 "STATS" 250 3.7 3.52727272727273 "S" 386 123 NA NA "Biochemistry BS" 3.9 35 33 32 33 33 NA NA NA "F" NA "G" "Chemistry Department" NA NA 122 135 NA NA
"16405" 213578 "STATS" 250 3.7 3.43333333333333 "S" 1260 134 NA NA NA 3.7 33 30 NA NA 31 660 670 1330 "M" NA NA NA NA NA 130 NA NA NA
"16406" 213588 "STATS" 250 3.7 3.60909090909091 "S" 71 130 NA NA NA 3.7 35 35 NA NA 34 800 720 1520 "M" NA NA NA NA NA 130 NA NA NA
